% # columns="iter, evals, sigma, 0, fitness, xbest" seed=386810, Wed Sep 25 18:40:05 2024, <python>{}</python>
1 4 0.23381232414083955 0 0.27 0.3119896646633309
2 8 0.24640741059941396 0 0.10999999999999999 0.5717839883672382
3 12 0.156718600447057 0 0.030000000000000027 0.4649397132511645
4 16 0.11882964743637991 0 0.040000000000000036 0.4558996269972253
5 20 0.08252922448789615 0 0.010000000000000009 0.5032031578844101
6 24 0.06321369253213771 0 0.0 0.5073137930601419
7 28 0.04574923501854727 0 0.010000000000000009 0.4816167706071528
8 32 0.04312669919841656 0 0.010000000000000009 0.5017766284580135
9 36 0.038148193245495704 0 0.010000000000000009 0.5048411714542586
10 40 0.027449930114756462 0 0.010000000000000009 0.4953875786053865
11 44 0.019160253204148735 0 0.0 0.5057101642652694
12 48 0.01939308116270735 0 0.010000000000000009 0.49375932223293784
13 52 0.012845127235003756 0 0.010000000000000009 0.49922815906921963
